Commodity_Code,Commodity_Description,Country_Code,Country_Name,Market_Year,Calendar_Year,Month,Attribute_ID,Attribute_Description,Unit_ID,Unit_Description,Value
0452000,"Oats",UK,"United Kingdom",2007,2008,11,004,"Area Harvested",04,"(1000 HA)",129.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2014,2016,10,028,"Production",08,"(1000 MT)",446.0000
0452000,"Oats",UK,"United Kingdom",2007,2008,11,028,"Production",08,"(1000 MT)",712.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2015,2017,05,004,"Area Harvested",04,"(1000 HA)",56.0000
0452000,"Oats",UK,"United Kingdom",2008,2009,05,004,"Area Harvested",04,"(1000 HA)",135.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2015,2017,05,028,"Production",08,"(1000 MT)",480.0000
0452000,"Oats",UK,"United Kingdom",2008,2009,05,028,"Production",08,"(1000 MT)",784.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2016,2018,05,004,"Area Harvested",04,"(1000 HA)",63.0000
0452000,"Oats",UK,"United Kingdom",2009,2011,08,004,"Area Harvested",04,"(1000 HA)",129.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2016,2018,05,028,"Production",08,"(1000 MT)",379.0000
0452000,"Oats",UK,"United Kingdom",2009,2011,08,028,"Production",08,"(1000 MT)",744.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2017,2019,05,004,"Area Harvested",04,"(1000 HA)",52.0000
0452000,"Oats",UK,"United Kingdom",2010,2011,08,004,"Area Harvested",04,"(1000 HA)",124.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2017,2019,05,028,"Production",08,"(1000 MT)",413.0000
0452000,"Oats",UK,"United Kingdom",2010,2011,08,028,"Production",08,"(1000 MT)",685.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2018,2020,11,004,"Area Harvested",04,"(1000 HA)",48.0000
0452000,"Oats",UK,"United Kingdom",2011,2012,05,004,"Area Harvested",04,"(1000 HA)",109.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2018,2020,11,028,"Production",08,"(1000 MT)",355.0000
0452000,"Oats",UK,"United Kingdom",2011,2012,05,028,"Production",08,"(1000 MT)",613.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2019,2021,04,004,"Area Harvested",04,"(1000 HA)",53.0000
0452000,"Oats",UK,"United Kingdom",2012,2013,07,004,"Area Harvested",04,"(1000 HA)",122.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2019,2021,04,028,"Production",08,"(1000 MT)",437.0000
0452000,"Oats",UK,"United Kingdom",2012,2013,07,028,"Production",08,"(1000 MT)",627.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2020,2022,04,004,"Area Harvested",04,"(1000 HA)",50.0000
0452000,"Oats",UK,"United Kingdom",2013,2015,05,004,"Area Harvested",04,"(1000 HA)",177.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2020,2022,04,028,"Production",08,"(1000 MT)",363.0000
0452000,"Oats",UK,"United Kingdom",2013,2015,05,028,"Production",08,"(1000 MT)",964.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2021,2023,04,004,"Area Harvested",04,"(1000 HA)",44.0000
0452000,"Oats",UK,"United Kingdom",2014,2015,05,004,"Area Harvested",04,"(1000 HA)",137.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2021,2023,04,028,"Production",08,"(1000 MT)",329.0000
0452000,"Oats",UK,"United Kingdom",2014,2015,05,028,"Production",08,"(1000 MT)",820.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2022,2024,04,004,"Area Harvested",04,"(1000 HA)",53.0000
0452000,"Oats",UK,"United Kingdom",2015,2016,04,004,"Area Harvested",04,"(1000 HA)",131.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2022,2024,04,028,"Production",08,"(1000 MT)",411.0000
0452000,"Oats",UK,"United Kingdom",2015,2016,04,028,"Production",08,"(1000 MT)",799.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2023,2024,12,004,"Area Harvested",04,"(1000 HA)",55.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2000,2002,00,004,"Area Harvested",04,"(1000 HA)",402.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2023,2024,12,028,"Production",08,"(1000 MT)",425.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2000,2002,00,028,"Production",08,"(1000 MT)",1157.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2024,2025,04,004,"Area Harvested",04,"(1000 HA)",55.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2001,2003,00,004,"Area Harvested",04,"(1000 HA)",451.0000
0430000,"Barley",BE,"Belgium-Luxembourg",2024,2025,04,028,"Production",08,"(1000 MT)",394.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2001,2003,00,028,"Production",08,"(1000 MT)",1157.0000
0430000,"Barley",BU,"Bulgaria",2000,2002,00,004,"Area Harvested",04,"(1000 HA)",240.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2002,2004,00,004,"Area Harvested",04,"(1000 HA)",432.0000
0430000,"Barley",BU,"Bulgaria",2000,2002,00,028,"Production",08,"(1000 MT)",550.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2002,2004,00,028,"Production",08,"(1000 MT)",1468.0000
0430000,"Barley",BU,"Bulgaria",2001,2003,00,004,"Area Harvested",04,"(1000 HA)",260.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2003,2005,00,004,"Area Harvested",04,"(1000 HA)",542.0000
0430000,"Barley",BU,"Bulgaria",2001,2003,00,028,"Production",08,"(1000 MT)",750.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2003,2005,00,028,"Production",08,"(1000 MT)",1771.0000
0430000,"Barley",BU,"Bulgaria",2002,2004,00,004,"Area Harvested",04,"(1000 HA)",350.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2004,2006,07,004,"Area Harvested",04,"(1000 HA)",558.0000
0430000,"Barley",BU,"Bulgaria",2002,2004,00,028,"Production",08,"(1000 MT)",1000.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2004,2006,07,028,"Production",08,"(1000 MT)",1609.0000
0430000,"Barley",BU,"Bulgaria",2003,2005,00,004,"Area Harvested",04,"(1000 HA)",270.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2005,2007,06,004,"Area Harvested",04,"(1000 HA)",592.0000
0430000,"Barley",BU,"Bulgaria",2003,2005,00,028,"Production",08,"(1000 MT)",450.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2005,2007,06,028,"Production",08,"(1000 MT)",1900.0000
0430000,"Barley",BU,"Bulgaria",2004,2006,07,004,"Area Harvested",04,"(1000 HA)",280.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2006,2008,06,004,"Area Harvested",04,"(1000 HA)",575.0000
0430000,"Barley",BU,"Bulgaria",2004,2006,07,028,"Production",08,"(1000 MT)",950.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2006,2008,06,028,"Production",08,"(1000 MT)",1890.0000
0430000,"Barley",BU,"Bulgaria",2005,2007,04,004,"Area Harvested",04,"(1000 HA)",265.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2007,2008,06,004,"Area Harvested",04,"(1000 HA)",681.0000
0430000,"Barley",BU,"Bulgaria",2005,2007,04,028,"Production",08,"(1000 MT)",657.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2007,2008,06,028,"Production",08,"(1000 MT)",2108.0000
0430000,"Barley",BU,"Bulgaria",2006,2007,04,004,"Area Harvested",04,"(1000 HA)",180.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2008,2009,05,004,"Area Harvested",04,"(1000 HA)",598.0000
0430000,"Barley",BU,"Bulgaria",2006,2007,04,028,"Production",08,"(1000 MT)",515.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2008,2009,05,028,"Production",08,"(1000 MT)",1973.0000
0430000,"Barley",BU,"Bulgaria",2007,2008,08,004,"Area Harvested",04,"(1000 HA)",187.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2009,2011,11,004,"Area Harvested",04,"(1000 HA)",570.0000
0430000,"Barley",BU,"Bulgaria",2007,2008,08,028,"Production",08,"(1000 MT)",437.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2009,2011,11,028,"Production",08,"(1000 MT)",1912.0000
0430000,"Barley",BU,"Bulgaria",2008,2009,05,004,"Area Harvested",04,"(1000 HA)",223.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2010,2012,12,004,"Area Harvested",04,"(1000 HA)",642.0000
0430000,"Barley",BU,"Bulgaria",2008,2009,05,028,"Production",08,"(1000 MT)",878.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2010,2012,12,028,"Production",08,"(1000 MT)",2230.0000
0430000,"Barley",BU,"Bulgaria",2009,2011,05,004,"Area Harvested",04,"(1000 HA)",265.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2011,2018,10,004,"Area Harvested",04,"(1000 HA)",705.0000
0430000,"Barley",BU,"Bulgaria",2009,2011,05,028,"Production",08,"(1000 MT)",859.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2011,2018,10,028,"Production",08,"(1000 MT)",2758.0000
0430000,"Barley",BU,"Bulgaria",2010,2011,11,004,"Area Harvested",04,"(1000 HA)",245.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2012,2019,09,004,"Area Harvested",04,"(1000 HA)",755.0000
0430000,"Barley",BU,"Bulgaria",2010,2011,11,028,"Production",08,"(1000 MT)",833.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2012,2019,09,028,"Production",08,"(1000 MT)",2556.0000
0430000,"Barley",BU,"Bulgaria",2011,2013,05,004,"Area Harvested",04,"(1000 HA)",179.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2013,2019,09,004,"Area Harvested",04,"(1000 HA)",752.0000
0430000,"Barley",BU,"Bulgaria",2011,2013,05,028,"Production",08,"(1000 MT)",707.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2013,2019,09,028,"Production",08,"(1000 MT)",2128.0000
0430000,"Barley",BU,"Bulgaria",2012,2013,11,004,"Area Harvested",04,"(1000 HA)",191.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2014,2019,09,004,"Area Harvested",04,"(1000 HA)",675.0000
0430000,"Barley",BU,"Bulgaria",2012,2013,11,028,"Production",08,"(1000 MT)",662.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2014,2019,09,028,"Production",08,"(1000 MT)",2460.0000
0430000,"Barley",BU,"Bulgaria",2013,2015,05,004,"Area Harvested",04,"(1000 HA)",198.0000
2226000,"Oilseed, Rapeseed",UK,"United Kingdom",2015,2019,09,004,"Area Harvested",04,"(1000 HA)",652.0000
0430000,"Barley",BU,"Bulgaria",2013,2015,05,028,"Production",08,"(1000 MT)",729.0000
